OBJECTID,DATA_DATE,ROUTE_COMM,HTRIS_ID,ROUTE_ALIA,START_LABE,END_LABEL,ADT,ADT_QUALIT,PERCENT_4_,PERCENT_BU,PERCENT_TR,PERCENT__1,PERCENT__2,PERCENT__3,CLASS_QUAL,K_FACTOR,K_FACTOR_Q,DIRECTION_,AAWDT,AAWDT_QUAL,LOC_COMP_D,ROUTE_FROM,FROM_JURIS,ROUTE_TO_M,TO_JURISDI,PEAK_SINGL,PEAK_COMBI,DATA_CUSTO,METADATA_U,ROUTE_NAME,EVENT_SOUR,EVENT_LOCA,EVENT_COMP,MAXIMUMSCA,ROUTE_CO_1,DATA_YEARO,Shape_STLength__,Shape_Length
7045,05-DEC-07,SC-1245E (Montgomery County),  6001245,60-1245 Viewland Dr,60-1247 Poff Court,Pipefloyd St,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.08,Montgomery County,0.22,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01245EB,754235,1,1,48000,SC-1245E (Montgomery County) - ADT 160,2007,284.10194622,0.00204626304667433
7046,13-MAR-12,SC-619E (Floyd County),  3100619,31-619 Horse Ridge Rd,31-754 Macks Mountain Rd,"31-787 W, Indian Valley Rd",270,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,4.7,Floyd County,10.37,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00619EB,737482,1,1,48000,SC-619E (Floyd County) - ADT 270,2012,11454.69745572,0.0926599795862636
7047,2012,SC-622N (Botetourt County),  1100622,11-622 Bridge St,"11-633 E, Glen Wilton Rd","11-633 W, Wood Town Rd",370,G,95.251,1.955,1.536,0.978,0.279,0,C,0.116,F,0.5952,380,G,Bidirectional,29.68,Botetourt County,29.95,Botetourt County,1.93372,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00622NB,403485,1,1,200000,SC-622N (Botetourt County) - ADT 370,2012,627.63033686,0.00549527961080399
7048,2012,VA-43N,  SR00043,VA 43 Narrow Passage Rd,11-630 Springwood Rd,11-688 S Salt Petre Cave Rd,590,G,88.712,1.881,2.315,4.848,2.244,0,F,0.0985,F,0.5714,620,G,Bidirectional,48.49,Botetourt County,53.71,Botetourt County,1.07956,0.26989,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00043NB,20025,1,1,400000,VA-43N - ADT 590,2012,10640.10727677,0.0799884263147526
7049,27-JUN-07,SC-812E (Bedford County),  0900812,09-812 Edgehill Rd,09-695 Goose Creek Valley Rd,09-741 Beale Trail Rd,270,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.7,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00812EB,706065,1,1,48000,SC-812E (Bedford County) - ADT 270,2007,1323.11218542,0.0111500558864649
7050,02-OCT-06,SC-615N (Roanoke County),  8000615,80-615 Starlight Lane,80-676 Back Creek Rd,80-614 Boones Chapel Rd,140,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,3.04,Roanoke County,3.22,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00615NB,765587,1,1,24000,SC-615N (Roanoke County) - ADT 140,2006,345.64617267,0.00299599568649779
7051,16-APR-07,SC-1433E (Botetourt County),  1101433,11-1433 Brookfield Lane,11-660 Coyner Springs Rd,Dead End,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.19,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01433EB,783545,1,1,24000,SC-1433E (Botetourt County) - ADT 110,2007,375.67997721,0.00327016492447529
7052,16-JUL-07,SC-1125E (Bedford County),  0901125,09-1125 Meadowview Dr,09-644 Fancy Farm Rd,Dead End,130,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.16,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01125EB,706244,1,1,48000,SC-1125E (Bedford County) - ADT 130,2007,309.20059129,0.0024445312322264
7053,22-JUL-10,SC-1337E (Bedford County),  0901337,09-1337 North Dam Dr,09-734 Trading Post Rd,Cul-de-Sac,130,R,0,0,0,0,0,0,X,0,X,0,0,X,Master Prime,0,Bedford County,0.12,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01337EB,794197,1,1,48000,SC-1337E (Bedford County) - ADT 130,2010,244.87310142,0.0021013109176449
7054,2012,VA-24E,  SR00024,VA 24 Stewartsville Rd,"80-651 East of Vinton; Mountain View Rd",09-635 Lovers Lane,15000,G,97.146,0.834,0.591,0.247,1.187,0,F,0.0958,F,0.7458,16000,G,Bidirectional,9.326,Bedford County,10.44,Bedford County,0.30943,0.03832,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00024EB,20208,1,2,800000,VA-24E - ADT 15000,2012,2221.3242502,0.0196600114050789
7055,14-OCT-09,SC-1642E (Roanoke County),  8001642,80-1642 Colony Lane,80-1632 Parkwood Dr,80-1643 Lenora Rd,610,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.36,Roanoke County,0.41,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01642EB,766778,1,1,24000,SC-1642E (Roanoke County) - ADT 610,2009,115.58784487,0.000908057017022462
7056,16-AUG-11,SC-615E (Franklin County),  3300615,33-615 Webb Mountain Rd,1.90 ME of CL,33-684 Boones Mill Rd,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.9,Franklin County,3,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00615EB,787504,1,1,48000,SC-615E (Franklin County) - ADT 70,2011,2322.67195367,0.0183390396234828
7057,2012,VA-24W,  SR00024W,VA 24 Virginia Ave,Pollard St,Clearview St,22000,F,98.458,0.237,0.56,0.211,0.528,0.007,C,0.0878,F,0.6399,24000,F,Master Non-Prime,2.49,Town of Vinton,3.29,Town of Vinton,0.06848,0.02458,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00024WB,687007,1,2,400000,VA-24W - ADT 22000,2012,1603.801781,0.0141071343132375
7058,20-JAN-10,SC-1073E (Botetourt County),  1101073,11-1073 Aspen Dr,11-1071 Cedar Ridge Dr,11-1072 Pinehurst Dr,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.18,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01073EB,707359,1,1,24000,SC-1073E (Botetourt County) - ADT 100,2010,363.1719817,0.00294448875581116
7059,31-AUG-11,SC-1061N (Franklin County),  3301061,33-1061 Lookout Pointe Dr,33-942 Bluewater Dr,Cul-de-Sac,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.14,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01061NB,738894,1,1,48000,SC-1061N (Franklin County) - ADT 60,2011,298.15182412,0.00226454801144956
7060,2012,I-81S,  IS00081S,I-81 SB,Pulaski County Line,SR 232 First St,39000,A,74.149,0.712,0.886,0.833,21.774,1.659,F,0.0979,X,0.5601,39000,A,Master Non-Prime,105.55,Montgomery County,106.16,Montgomery County,0.14489,0.96627,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   IS00081SB,120017,1,1,4000000,I-81S - ADT 39000,2012,1059.88932837,0.0091283426277569
7061,26-JUN-08,SC-841N (Franklin County),  3300841,33-841 Hidden Valley Rd,Dead End,SR 40 Franklin St,10,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.3,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00841NB,738619,1,1,48000,SC-841N (Franklin County) - ADT 10,2008,499.69229486,0.00379319154889818
7062,2012,UR-17E (City of Roanoke), 12800017,128-17 Salem Ave SW,S Jefferson St,"US 11, US 221, Bus 220 Williamson Rd SE",4200,F,98.168,0.459,1.054,0.196,0.129,0,F,0.1028,F,0.6853,4700,F,Bidirectional,1.26,City of Roanoke,1.41,City of Roanoke,0.00097,0.00104,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA128UR00017EB,666832,1,1,1600000,UR-17E (City of Roanoke) - ADT 4200,2012,332.23776216,0.00298414542880518
7063,20-MAY-09,SC-1536E (Roanoke County),  8001536,80-1536 Embassy Dr,Dead End,NCL Roanoke,1900,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.56,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01536EB,766610,1,1,24000,SC-1536E (Roanoke County) - ADT 1900,2009,1147.55545898,0.00996644260149949
7064,2012,SC-603E (Montgomery County),  6000603,60-603 N Fork Rd,60-642 Cedar Run Rd,"60-723 S, Ellett Rd",2400,G,97.301,1.432,0.606,0.44,0.22,0,F,0.0948,F,0.6292,2500,G,Bidirectional,1.48,Montgomery County,1.8,Montgomery County,0.09101,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00603EB,403738,1,1,200000,SC-603E (Montgomery County) - ADT 2400,2012,646.31551035,0.00565682813340431
7065,2012,SC-661N (Floyd County),  3100661,31-661 Kings Store Rd,US 221 Floyd Highway North,31-662 Vest Tannery Rd,470,G,97.556,1.629,0.204,0.102,0.509,0,C,0.1048,F,0.6,490,G,Bidirectional,6.05,Floyd County,6.95,Floyd County,0.80591,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00661NB,405743,1,1,200000,SC-661N (Floyd County) - ADT 470,2012,1810.81998994,0.0136723404205215
7066,09-SEP-09,SC-1647N (Roanoke County),  8001647,80-1647 McVitty Rd,80-1664 Kirkwood Dr,0.23 MN 80-1664,520,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.2,Roanoke County,0.43,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01647NB,766787,1,1,24000,SC-1647N (Roanoke County) - ADT 520,2009,445.38638604,0.00363754619713977
7067,01-JUL-10,SC-1515E (Bedford County),  0901515,09-1515 Merrywood Dr,End Loop,09-1516 Summerwood Lane,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.4,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01515EB,706470,1,1,48000,SC-1515E (Bedford County) - ADT 80,2010,827.6428882,0.00663316198104208
7068,04-DEC-06,SC-849N (Roanoke County),  8000849,80-849 Laban Rd,80-1808 Webster Dr,80-1826 Loman Dr,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.35,Roanoke County,0.43,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00849NB,765943,1,1,24000,SC-849N (Roanoke County) - ADT 80,2006,178.8074996,0.00146389078202787
7069,11-SEP-09,SC-1663N (Roanoke County),  8001663,80-1663,80-1637,"US 221 N, Brambleton Rd",2500,R,0,0,0,0,0,0,X,0,X,0,0,X, ,0.5,Roanoke County,0.51,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01663NB,766819,1,2,24000,SC-1663N (Roanoke County) - ADT 2500,2009,19.01945955,0.000162105235941473
7070,11-SEP-09,SC-1639E (Roanoke County),  8001639,80-1639 Ledgewood Ave,80-1638 Crest St,Dead End,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.1,Roanoke County,0.14,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01639EB,766774,1,1,24000,SC-1639E (Roanoke County) - ADT 30,2009,97.45821238,0.000840801878932183
7071,2012,SC-602N (Franklin County),  3300602,33-602 Ferrum Mtn Rd,33-640 EAST 6 Mile Post Rd,33-748 Five Mile Mtn Rd,710,G,98.871,0.463,0.315,0.112,0.241,0,F,0.1037,F,0.6587,740,G,Bidirectional,4.54,Franklin County,6.82,Franklin County,0.08607,0.17214,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00602NB,405792,1,1,200000,SC-602N (Franklin County) - ADT 710,2012,4466.86559314,0.0357134995586756
7072,18-NOV-11,SC-1145E (Franklin County),  3301145,33-1145 Constitutional Blvd,Cul-de-Sac,33-1144 Freedom Lane,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.49,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01145EB,200000,1,1,48000,SC-1145E (Franklin County) - ADT 30,2011,979.04566591,0.00863063426347406
7073,2012,ALT US-460E   (2 Salem),A2US00460,"Alt US 460, Alt US 11, VA 419 Electric Rd",Texas St,E Main St,21000,F,97.028,0.2,0.847,0.646,1.255,0.023,F,0.0997,F,0.5896,22000,F,Master Prime,2.5,City of Salem,3.03,City of Salem,0.11466,0.08175,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00460EBALT002,686111,1,1,1600000,ALT US-460E   (2 Salem) - ADT 21000,2012,1069.33146215,0.00789894935487009
7074,16-APR-07,SC-1166E (Botetourt County),  1101166,11-1166 Audrey Dr,11-1167 Teresa Lane,11-849 Arrington Lane,200,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.11,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01166EB,791339,1,1,24000,SC-1166E (Botetourt County) - ADT 200,2007,235.62594043,0.00206662773807451
7075,19-AUG-09,SC-1013E (Roanoke County),  8001013,80-1013 Palidades Dr,80-1026 Woodmere Dr,80-1014 Briarwood Dr,130,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.08,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01013EB,766090,1,1,24000,SC-1013E (Roanoke County) - ADT 130,2009,161.19183499,0.00144793935313668
7076,24-JUL-09,SC-1324N (Roanoke County),  8001324,80-1324 Hackney Lane,"80-1323 W, Carriage Lane",80-686 Grandin Rd Ext,1600,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.21,Roanoke County,0.28,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01324NB,766426,1,1,24000,SC-1324N (Roanoke County) - ADT 1600,2009,137.88967799,0.00116516211109029
7077,12-AUG-09,SC-709N (Roanoke County),  8000709,80-709 Lemon Lane,Dead End,80-618 Highland Rd,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.25,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00709NB,765753,1,1,48000,SC-709N (Roanoke County) - ADT 20,2009,533.9833817,0.00389364232678863
7078,23-APR-10,SC-686N (Botetourt County),  1100686,11-686 Bessemer Lane,0.82 MN 11-615,Dead End,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.82,Botetourt County,1.07,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00686NB,707042,1,1,48000,SC-686N (Botetourt County) - ADT 70,2010,483.96702601,0.00415746209435657
7079,16-OCT-09,SC-1631N (Roanoke County),  8001631,80-1631 Pilot Blvd,80-1696 Castlehill St,80-1671 Richards Blvd,150,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.04,Roanoke County,0.19,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01631NB,766762,1,1,24000,SC-1631N (Roanoke County) - ADT 150,2009,295.47008587,0.00219754257146142
7080,29-MAY-07,SC-618N (Bedford County),  0900618,09-618 Parkway Lane,SR 24 Stewartsville Rd,Dead End,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.2,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00618NB,705666,1,1,48000,SC-618N (Bedford County) - ADT 160,2007,391.73032822,0.00280693450614935
7081,12-JUN-09,SC-1965N (Roanoke County),  8001965,80-1965 Old Blackhorse Rd,80-1956 Carolina Trail,Cul-de-Sac,120,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.05,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01965NB,786745,1,1,24000,SC-1965N (Roanoke County) - ADT 120,2009,93.50518135,0.000696237020514569
7082,2012,US-220N,  US00220,US 220 Botetourt Rd,SR 43 Y James St,11-615 Craig Creek Rd,5500,G,92.559,0.459,0.756,0.55,5.658,0.024,F,0.0835,F,0.5354,5900,G,Bidirectional,97.065,Botetourt County,97.68,Botetourt County,0.11106,0.17452,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00220NB,20514,1,2,1600000,US-220N - ADT 5500,2012,1244.12428809,0.0100155175004774
7083,12-MAR-10,SC-1063E (Botetourt County),  1101063,11-1063 McIntosh Rd,11-1061 Stayman Rd,11-1059 Downing St,200,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.53,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01063EB,707343,1,1,24000,SC-1063E (Botetourt County) - ADT 200,2010,1095.64616605,0.00943707188032023
7084,02-AUG-07,SC-1023N (Bedford County),  0901023,09-1023 Cascade Dr,09-1022 Forestland Dr,09-1024 Wild Turkey Run,230,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.41,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01023NB,706182,1,1,48000,SC-1023N (Bedford County) - ADT 230,2007,855.55281699,0.00680763318206733
7085,11-NOV-11,SC-1382N (Franklin County),  3301382,33-1382 Bay Front Rd,Cul-de-Sac,33-1383 Bay Breeze Lane,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.05,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01382NB,739121,1,1,48000,SC-1382N (Franklin County) - ADT 40,2011,93.80342109,0.000771894207021805
7086,2012,SC-757E (Bedford County),  0900757,09-757 Goodview Rd,SR 24 Stewartsville Rd,09-619 Turner Branch Rd,4900,G,98.149,0.909,0.366,0.299,0.277,0,F,0.1063,F,0.6936,5100,G,Bidirectional,0,Bedford County,0.25,Bedford County,0.29233,0.04465,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00757EB,403434,1,1,200000,SC-757E (Bedford County) - ADT 4900,2012,513.03326553,0.00391227557319129
7087,31-MAY-07,SC-654N (Bedford County),  0900654,09-654 Hickory Cove Lane,Dead End,"09-655 W, Hendricks Store Rd",2100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,1.6,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00654NB,705753,1,1,48000,SC-654N (Bedford County) - ADT 2100,2007,3226.93537749,0.025016900057178
7088,24-JUL-07,SC-666E (Bedford County),  0900666,09-666 Elkton Farm Rd,09-646 Gladden Circle,1.90 ME 09-646,150,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,1.9,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00666EB,705782,1,1,48000,SC-666E (Bedford County) - ADT 150,2007,3990.18813633,0.0334390457841609
7089,30-MAY-08,SC-1150E (Franklin County),  3301150,33-1150 Compass Cove Circle,33-616 Scruggs Rd,33-1151 Compass Cove Circle,180,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.12,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01150EB,791650,1,1,48000,SC-1150E (Franklin County) - ADT 180,2008,242.24399815,0.00210266339685834
7090,09-JUL-10,SC-1353N (Bedford County),  0901353,09-1353 Shadow Ridge Dr,09-704 Great Oak Rd,09-1355 Wildbriar Place,580,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.28,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01353NB,787649,1,1,48000,SC-1353N (Bedford County) - ADT 580,2010,567.70213814,0.00419658657487952
7091,12-JAN-05,SC-812E (Montgomery County),  6000812,60-812 Centerville Circle,SR 114 Peppers Ferry Blvd,Dead End,50,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.2,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00812EB,754132,1,1,48000,SC-812E (Montgomery County) - ADT 50,2005,375.04373255,0.00334106860147176
7092,04-NOV-11,SC-1114E (Franklin County),  3301114,33-1114 Lee Dr,33-831 Piney Point Rd,Dead End,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.12,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01114EB,782454,1,1,48000,SC-1114E (Franklin County) - ADT 40,2011,224.77857616,0.00179555162005279
7093,2012,SC-779E (Botetourt County),  1100779,11-779 Catawba St,11-626 Mimosa St,"US 220 N, Roanoke Rd",5200,G,87.039,1.015,1.132,3.806,7.007,0,F,0.0935,F,0.6558,5500,G,Master Prime,12.56,Botetourt County,13.105,Botetourt County,0.19074,0.26741,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00779EB,403591,1,1,200000,SC-779E (Botetourt County) - ADT 5200,2012,1086.23949492,0.00960125189354997
7094,09-APR-08,SC-601N (Floyd County),  3100601,31-601 Lost Bent Rd,31-740 White Rock Rd,31-742 Lost Bent Rd,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.7,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00601NB,737441,1,1,48000,SC-601N (Floyd County) - ADT 30,2008,1410.89806585,0.0114886015281425
7095,2012,US-220N,  US00220,US 220 Franklin Rd,Franklin County Line,Blue Ridge Parkway,28000,F,86.963,0.769,0.735,0.937,9.884,0.718,F,0.083,F,0.5937,29000,F,Master Prime,51.71,Roanoke County,57.78,Roanoke County,0.14359,0.45318,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00220NB,20406,1,1,1600000,US-220N - ADT 28000,2012,12213.68721737,0.095599544948783
7096,2012,SC-601E (Montgomery County),  6000601,60-601 Clarence Rd,60-602 Laurel  Ridge Mill Rd,"60-616 W, Rustic Ridge Rd",920,G,97.832,1.192,0.325,0.271,0.379,0,C,0,X,0,920,G,Bidirectional,0,Montgomery County,1.1,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00601EB,753842,1,1,48000,SC-601E (Montgomery County) - ADT 920,2012,2112.33141926,0.0163410953169907
7097,28-JUN-07,SC-1261E (Bedford County),  0901261,09-1261 Ivy West Court,Cul-de-Sac,09-1260 Ivy West Dr,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.08,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01261EB,706315,1,1,48000,SC-1261E (Bedford County) - ADT 70,2007,144.16721116,0.00127862581647553
7098,2012,SC-718E (Franklin County),  3300718,33-718 Colonial Tpke,"33-619 N, Sontag Rd",33-721 Patti Rd,1000,G,96.907,0.275,0.848,0.779,1.191,0,F,0.0931,F,0.5023,1000,G,Bidirectional,10.98,Franklin County,12.72,Franklin County,0.08193,0.16293,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00718EB,405876,1,1,200000,SC-718E (Franklin County) - ADT 1000,2012,3373.03919289,0.0283431051774998
7099,21-DEC-07,SC-1255E (Montgomery County),  6001255,60-1255 Deercroft Dr,60-1256 Falcon Ridge Rd,60-723 Lusters Gate Rd,290,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.65,Montgomery County,1.49,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01255EB,754249,1,1,48000,SC-1255E (Montgomery County) - ADT 290,2007,1690.51334619,0.0138450673405606
